movie_A,movie_B,target
1054867,604079,1
18,9322,1
1495,1966,1
68718,87827,1
369972,10610,0
709631,916719,0
10764,710,1
44564,13990,0
193756,11087,0
89,217,1
385687,168259,1
36324,1103621,0
1003813,39101,0
696506,822119,1
51996,176,0
346910,169,1
490,159770,0
613377,425980,0
18214,370663,0
85350,9841,0
1892,1891,1
106,766507,1
36586,36647,1
676845,356305,0
718032,301528,0
115084,14919,0
425,57800,1
674,672,1
812583,11224,0
135397,329,1
310,359364,0
5825,11419,1
5176,31530,0
36669,698,1
18785,55721,1
848123,7549,0
787,163,1
941109,1242404,1
8355,57800,1
216015,337167,1
660033,36719,0
303903,1020696,0
463843,1593,0
98,558449,1
55931,1265344,0
14836,3933,1
43539,259694,0
809,808,1
10544,549935,0
1243341,662844,0
281338,374720,1
674,767,1
1100099,1097870,1
1368,1369,1
409317,86829,0
502143,38921,0
49013,920,1
197,409,1
14161,62177,1
129,4935,1
552524,11824,0
36557,700,1
91314,335988,1
932420,332567,0
79707,1088,0
713704,649609,1
1241982,927342,1
803700,11306,0
763215,634492,1
103,11778,1
667538,447365,1
13187,9277,0
11363,8681,0
181812,1891,1
396535,81481,1
49051,117263,1
294093,9472,0
829557,664413,1
93456,324852,1
734265,301325,0
324857,338952,1
1300116,240,0
5923,44115,0
280,679,1
22,166426,1
2071,26123,0
228150,72190,1
162,1587,1
58,1865,1
21515,34851,0
58925,1011985,0
72768,1186532,0
49013,10534,0
38575,1885,1
110415,387426,1
1078605,1242011,1
324857,404368,1
9683,280511,0
1197306,1144430,1
109445,330457,1
11836,228165,1
228676,1138749,0
953,10527,1
352492,10694,0
1024627,1081662,0
12092,704239,0
137,544,1
755,1141182,0
8355,79218,1
20982,245916,0
539972,939243,1
497698,451048,1
425274,53182,1
744278,78237,0
6003,3110,0
38291,10134,0
974635,746036,1
24428,81005,1
676845,1160018,0
293660,140607,1
37724,36669,1
10764,698,1
9360,19543,1
9425,26535,0
330697,15052,0
38,644,1
1865,22,1
210577,242582,1
696506,1195506,1
1035259,1175942,1
748787,510284,0
348678,758323,0
25988,13672,0
823464,1011985,1
1087192,755898,1
2899,289728,0
13161,29185,0
533533,20526,1
10192,809,1
57158,109445,1
863,301528,1
851644,49521,0
75674,801,0
699,698,1
627725,180147,0
7555,522938,1
121856,3050,0
660,657,1
911430,1234821,1
192102,15487,0
1034541,912649,1
1892,1893,1
937278,1001865,1
8920,13700,1
734002,46059,0
51857,521034,0
17979,5255,1
12155,241259,1
158739,326359,0
939243,927342,1
16869,1991,1
870028,302946,1
11635,20423,0
447273,970947,1
299534,99861,1
181812,140607,1
2605,4929,0
787,27576,1
335984,329865,1
13090,637920,0
505642,646389,1
101179,30691,0
42218,59145,0
228326,431,0
283995,284052,1
16664,348668,0
25643,2043,0
162,118,1
156022,926393,1
24428,99861,1
15121,16085,1
863,15022,0
496243,475557,1
567598,9619,0
1359,11035,0
17015,13949,1
937941,11324,1
10195,284053,1
49040,15942,0
638045,1374,0
8871,1624,1
812583,9480,1
7485,9654,1
1891,1894,1
1084736,11362,1
76600,677179,1
107,10851,1
1593,181533,1
36557,699,1
698,714,1
260514,324852,1
6637,284564,0
644124,457041,0
361743,453395,1
91314,8373,1
10196,12113,0
1368,522938,1
15573,184315,0
18190,8373,0
13191,15125,0
1634,46169,0
209361,9335,0
417320,974262,1
569094,324857,1
49040,324668,1
508,509,1
616037,438148,1
10764,714,1
881,10139,1
145221,21873,0
524047,553604,1
672322,602063,1
271110,293660,1
1011985,53459,1
76341,9659,1
699,657,1
14851,10804,0
11,1891,1
312526,62363,0
121,120,1
1022789,786892,1
2990,11561,0
466272,492188,1
38757,10198,1
1573,1571,1
800410,603661,0
866398,572802,1
13437,33273,0
397852,489982,0
636,1374,0
370172,657,1
27357,978592,0
414906,696806,1
829557,829560,1
11424,396422,0
385687,385128,1
140607,1892,1
353081,177677,1
425,278154,1
1197137,982843,1
278,155,1
398818,359940,1
9552,805,1
340442,1450599,0
301337,6615,0
48916,11130,0
73861,9539,1
557,558,1
718930,429473,1
345,802,1
912649,1034541,1
329865,284052,1
10451,13,0
16784,366672,0
772,12536,1
426063,1097549,1
980477,615453,1
640,3131,1
11836,400160,1
23823,71672,1
1813,1439,0
375327,141052,0
721625,1092,0
674,12445,1
297762,282035,1
601,578,1
400155,159824,1
14160,1417,1
558449,402431,1
277558,28978,0
402431,929204,1
814,13382,0
4232,934433,1
713704,493529,1
1230368,1376434,1
278,240,1
1402,230222,0
398926,10198,0
767499,448763,0
378064,332721,0
401371,13059,0
30072,22907,0
36647,36648,1
30020,527641,0
8681,12,1
941109,338969,1
1064213,696506,1
360920,8871,1
8966,50620,1
10764,37724,1
9600,2048,0
12113,180894,0
603692,385687,1
15653,766431,0
756999,507086,1
27429,36897,0
62211,62177,1
787699,1022796,1
106,268,1
393765,1216452,0
14160,10681,1
1034541,86328,1
1197306,1233069,1
563,1159799,0
10410,571655,0
259316,22805,0
10180,1300116,0
17015,18093,1
102899,363088,1
9762,245844,0
245168,10427,0
949423,171274,0
939243,539972,1
1086747,1008409,1
57158,122917,1
11208,497828,0
38365,50546,1
539972,1410082,1
1726,10138,1
285,864101,0
16266,323368,0
116776,15395,0
24664,23023,0
12,127380,1
986056,1061474,1
429,938,1
13475,54138,1
370172,667,1
569094,614292,0
402431,426063,1
281338,119450,1
30062,16198,0
846433,159121,0
49444,140300,1
36593,37136,1
76163,27578,1
714099,3088,0
674,672,1
8587,812,1
505026,945729,1
39103,39108,1
9340,856,1
393,24,1
206647,36669,1
157350,262500,1
17979,58224,1
744,380,1
5255,10719,1
6961,10451,0
539136,637,0
489,207,1
85,329,1
564,282035,1
290098,22536,1
36670,699,1
58,285,1
609681,572802,1
676845,10590,0
193756,347033,0
763164,348,0
502356,385687,1
10407,425,0
672,671,1
293660,284052,1
933260,1100782,1
21481,12309,0
36557,37724,1
10510,13675,1
209112,141052,1
13691,932420,0
23942,11000,0
508965,398978,1
1234821,507086,1
993867,9008,0
50337,35436,0
950396,777443,1
516729,346648,1
76341,135397,1
667,710,1
862,10193,1
12281,70586,0
37724,657,1
245844,266856,0
2251,13971,0
911430,575265,1
1084199,696506,1
1138194,1361292,0
23397,227719,0
12155,6114,1
667538,1083862,1
9902,71672,1
672,673,1
21519,21521,1
439,9620,0
13,122,1
157336,118340,1
49040,2503,1
16869,68718,1
36557,667,1
10719,8871,1
565307,27361,0
9502,15854,1
402431,839033,1
198663,294254,1
758330,523536,0
13342,9349,0
653346,1001311,1
425274,291805,1
315162,758009,1
114,19913,1
1034541,663712,1
106646,68718,1
11040,57539,0
9786,10655,0
505642,774752,1
91679,111969,0
13700,76341,0
87496,35634,0
205596,992,0
346364,396422,1
76341,8810,1
649058,335984,0
218,280,1
818647,1139566,1
103,203,1
16869,500,1
911430,1061474,1
23172,360920,0
968051,439079,1
17979,11283,1
117251,13912,0
7485,11652,1
1895,181808,1
157350,53182,1
491584,9030,0
87421,11453,0
5255,17979,1
19084,14433,0
795813,505707,0
287903,273477,1
533514,881462,0
375897,508003,0
10719,11635,1
287903,218784,1
639720,309809,0
833097,88,0
68728,21241,0
238636,544431,0
550,59967,1
4935,129,1
297270,13179,1
10191,166428,1
1537,252164,0
9502,49444,1
45756,6075,0
466081,11199,0
637649,58903,0
810,48466,1
1156593,1010581,1
8966,50619,1
135397,351286,1
137333,340485,0
62211,585,1
544,652,0
931944,632727,0
122917,147441,1
336560,18450,1
14161,109431,1
335984,78,1
6977,388399,0
696506,1249423,1
242,240,1
673,675,1
426063,939243,1
10585,393345,1
99861,24428,1
1100988,1061474,1
1022787,911430,1
78,168055,0
281338,315635,1
2493,5876,1
429,335,1
10944,26388,0
10527,80321,1
718930,616037,1
553,1362,0
54557,385736,0
272,414,1
46929,21183,0
13153,10687,0
9714,772,1
11165,509635,0
152760,137094,1
1495,20662,1
34851,346910,1
315635,284053,1
617126,1054867,1
432622,9718,0
701387,597,1
589594,21241,0
62835,11638,1
974635,720321,1
22,285,1
500922,66834,0
1289888,53423,0
37724,36670,1
3587,428045,0
11932,393345,1
677179,480530,1
23685,152,0
454889,102632,0
519182,324852,1
1010581,1156593,1
207,783,1
152760,225574,1
238302,433630,0
12582,11053,0
14215,57201,0
552524,1022787,1
190469,839033,0
308,22582,0
533550,17465,0
39107,753232,0
615173,530254,1
49013,62177,1
12103,950387,0
205596,1235746,0
724717,180894,0
150213,68734,0
11,181812,1
10178,60243,0
630586,946703,0
160165,589594,0
256731,623511,0
18296,37498,0
497,857,1
33157,334541,0
43361,21868,0
177572,245891,1
1084199,1138194,1
698,710,1
670,87516,1
37233,360784,0
159824,211672,1
14161,1271,1
822119,271110,1
159824,105864,1
102382,559,1
475557,559969,1
829038,1252428,0
315162,417859,1
301728,52212,0
15250,704239,0
14544,22183,0
120,121,1
20770,601,0
57800,950,1
490132,429197,1
763215,359410,1
385128,337339,1
766507,361743,1
85,217,1
8922,31000,0
6623,595867,0
338947,12660,0
41583,201085,0
9587,19601,0
1621,90,1
1233413,870028,1
10193,301528,1
437626,10735,0
351339,429727,0
4638,21291,0
1126166,927342,1
438799,10876,0
1136867,26602,0
767,674,1
284,256591,0
1242898,106845,1
829557,1128568,1
916224,1232449,0
933260,533535,1
117263,423204,1
1084199,710295,1
1035259,1242011,1
323368,12182,0
376660,811656,0
218,296,1
346364,474350,1
17661,301502,0
18220,19087,0
9532,19912,1
492015,226857,0
138843,250546,1
1895,26356,0
11121,11227,0
571391,542178,0
756999,766507,1
75174,458305,0
5851,11494,0
646389,61717,0
1233413,986056,1
11954,56521,0
10195,284053,1
557,102382,1
259316,338953,1
496243,497,1
12153,9600,1
26428,412547,0
270946,953,1
9623,739993,0
535692,8461,0
23483,23631,1
8840,666750,1
57800,278154,1
125509,71672,1
10681,585,1
9714,12536,1
869,119450,1
330457,420809,1
84341,33134,0
436969,297761,1
956,177677,1
603692,245891,1
329865,330459,1
346910,34851,1
56715,369972,0
1246,1374,1
1197137,814,1
27205,157336,1
54597,43832,0
225886,340270,0
616037,766507,1
346910,458594,1
72976,153,0
356626,787752,0
162,377,1
25676,82690,0
568124,508947,1
13928,503616,0
385687,697843,1
812583,1995,1
398818,399055,1
11631,438799,0
467239,9400,0
291805,75656,1
1242011,986097,1
660,36643,1
48636,12538,0
122917,49051,1
45324,133369,0
666277,1909,0
227700,24070,0
899112,736526,1
912649,580489,1
447273,950387,1
187,189,1
912649,845781,1
693134,823464,1
2118,629,1
652,7131,1
42359,641662,0
8587,9732,1
950,774825,1
152,8088,0
260514,920,1
25338,20343,0
1124,272,1
755898,1087192,1
824003,24032,0
11863,593,0
121,807,1
121,122,1
24,277,1
658,698,1
18269,1904,0
412546,649928,0
269149,109445,1
68721,76338,1
1151534,50506,0
667538,569094,1
667257,45772,0
9552,8643,1
634649,315635,1
26603,7347,0
298618,447365,1
862,863,1
110416,1593,0
299054,76163,1
1233413,1232546,1
1621,2108,1
255157,12702,0
140607,1893,1
109,1251,0
766507,34851,1
1300962,562,0
167575,394830,0
38,152601,1
156022,9509,1
14748,165567,0
9763,20156,0
630,770,1
64131,845222,0
9340,235,1
324786,334541,1
1011477,541671,1
291805,325133,1
77338,13,1
6933,14174,0
169,8078,1
438631,841,1
1197306,324544,1
1175942,629542,1
12484,5000,0
17663,38171,0
953,10191,1
75174,401104,0
507086,616037,1
382591,166076,0
454615,54138,0
13300,1184495,0
37165,1624,1
161143,93456,0
196,856,1
11395,9647,1
37606,803796,0
569094,667538,1
872585,575264,1
58,285,1
1022796,10481,0
414906,634649,1
366672,1013482,0
360920,13377,1
508,634,1
562,1571,1
795,94363,0
122917,131631,1
10591,85435,1
500860,538207,0
1891,1893,1
897087,1361292,0
2118,10952,0
56292,177677,1
915931,852445,0
694,600,1
615173,36073,1
86467,10706,0
419680,76812,1
812,11238,1
9714,134375,1
12094,16516,0
448432,50646,0
163,5924,0
10464,9312,0
772,9714,1
197,98,1
787699,933131,1
772,22,1
28178,772,1
507532,1186947,0
497698,588228,1
27205,155,1
13,550,1
1010756,926606,1
537915,820525,1
38365,3563,1
424,240,1
299534,299536,1
756999,760104,1
174337,8832,0
9922,396,0
453395,616037,1
575264,956,1
700,36643,1
578701,31773,0
4148,28503,0
86812,17417,0
152760,192102,1
18,602,1
752623,760926,0
1119878,1181540,1
1573,1572,1
37861,20441,0
1378,326284,0
1064213,974576,1
600354,688,0
699,667,1
1788,37291,0
335984,78,1
558449,845781,1
847,18086,0
283995,118340,1
205724,809,0
507086,135397,1
16367,8961,0
36669,714,1
40649,199,0
348893,15070,1
19158,11802,0
661374,593643,1
818721,712152,0
12227,961484,0
910365,8965,0
47848,848538,0
618588,137321,0
10190,8487,0
298618,667538,1
2899,276908,0
9502,12222,1
1064213,549509,1
671,12445,1
408381,1018,0
7451,47971,1
279229,456048,0
12653,1192745,0
207703,343668,1
3036,522627,0
41003,85446,0
8681,260346,1
36557,772,1
228150,398818,0
38921,369781,0
106,34851,1
298618,335977,1
333339,348350,1
2062,9806,1
682587,449459,0
1037113,9957,0
658,710,1
62,935,1
561318,10694,0
26602,311667,0
1038392,986097,1
810,13394,1
122917,57158,1
453395,526896,1
1007734,1035259,1
19995,27205,1
491303,5769,0
247182,9285,0
107748,417261,0
14643,798141,0
10719,5375,1
661374,1001865,1
315635,297762,1
262504,262500,1
218,296,1
439079,12542,0
10386,11953,0
1097549,1210732,1
324857,424783,1
81188,38055,1
70578,896221,0
674,673,1
345,975,1
1573,562,1
429,346,1
56292,955,1
748783,974262,1
9479,62214,1
858,45752,0
11130,667,0
67308,38093,0
18785,45243,1
604360,9516,0
18785,109439,1
700391,736790,1
246524,333549,0
22189,51163,0
4247,4248,1
673,767,1
127521,883502,0
1242419,1054867,1
424632,863,0
198663,336843,1
675,12444,1
1087192,284279,0
549053,611207,1
228150,49017,1
1156593,932430,0
370172,700,1
38757,82881,1
22189,471968,0
12,127380,1
4348,96724,1
490132,375262,1
207270,18215,0
36670,36643,1
283995,315635,1
671,12444,1
411,1979,1
324786,338766,1
8326,46655,0
47518,508935,0
85,89,1
718930,760161,1
64688,187017,1
620,425909,1
5375,8374,0
653346,573435,1
941109,1236470,1
744,1370,1
465136,16985,0
